,"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_group_id,asreview_label,asreview_time,asreview_note
2362,6RTVZMF6,journalArticle,2023.0,"Woodhead, Charlotte",Caring for Cultural Heritage: An Integrated Approach to Legal and Ethical Initiatives in the United Kingdom,,,,10.1017/9781108696463,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022991006&doi=10.1017%2F9781108696463&partnerID=40&md5=6c24cfaf41cb67f0616b602264f0a116,"This book explores how cultural heritage and its care are translated in UK law and non-law instruments. It analyses how communities of care look after cultural heritage because they care about it. These communities include the international and national community, national and local governments, courts, professional bodies, institutions such as museums as well as community groups. 'Care' refers to the varied ways in which communities engage with cultural heritage to maintain it, sustain relationships about it and with it, use it and provide access to it, with a view to passing it on to future generations. The book also assesses how far these nested practices of care assist communities of care in providing respectful, empathetic and dialogical care to navigate harm to cultural heritage. It will be of interest to scholars of cultural heritage studies across disciplines, including law, sociology and anthropology, as well as policymakers and practitioners in cultural heritage management. © Charlotte Woodhead 2024.",2023,2025-12-16 16:11:12,2025-12-16 16:11:12,,1 - 368,,,,,,,,,,,,,,,,,,,,Type: Book,,,,Cultural heritages; Ethical technology; Historic preservation; National governments; Policy makers; Future generations; Community group; Cultural heritage studies; Integrated approach; Local government; UK laws; United kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,1,2026-07-06 14:15:12,
496,LXTX6QAF,journalArticle,2024.0,"Daniels, Kyrah Malika",Spirits of the Jewel Case: Initiating an Ethics of Care for Africana Sacred Arts in the Museum World,,,,10.4324/9781003365280-15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202893734&doi=10.4324%2F9781003365280-15&partnerID=40&md5=fa0eafa1f6485c6e8d97f60e4c5cc661,"This chapter proposes an ethics of care for Africana sacred arts in the museum world. The author discusses several influential US exhibitions to contextualize the history of displaying Africana sacred art collections in art museums, ethnographic museums, and university museums. Highlighting four case studies, the author considers the successes and challenges of exhibitions featuring Haitian and Congolese sanctified objects, including ritual rattles which emit the sound of the spirits; mystic vessels and sacred bundles which serve as abode of the spirits; and divine mirrors which produce the reflection of the spirits. Solutions are presented for more respectful and active engagement with ritual art objects housed in museums. Suggestions for decolonization and ethical curating reveal how religious artifacts demand profound respect as reverent material and also as divine beings themselves. This chapter argues that cultivating equitable, long-term partnerships between curators, scholars, artisans, and religious devotees is key to deepening the educational value of museum exhibitions. Ultimately, in implementing these multi-pronged methods, an ethics of care can be established for Africana sacred arts as quiet witnesses of ceremony and guardians of protected ritual knowledge in the museum world. © 2025 selection and editorial matter, Marianna Pegno and Kantara Souffrant; individual chapters, the contributors.",2024,2025-12-16 16:10:46,2025-12-16 16:10:46,,107 - 124,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,1,2026-07-06 14:15:16,
711,JPNNCHDG,journalArticle,2023.0,"Fuentes, Ayesha","Damage, dirt and change over time: documenting conditions at the University of Cambridge Museum of Archaeology and Anthropology",Journal of the Institute of Conservation,,,10.1080/19455224.2023.2203941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159695310&doi=10.1080%2F19455224.2023.2203941&partnerID=40&md5=4e2df1f80c20e910dc84050548bd1a34,"How does one ethically care for a global collection shaped and maintained within a colonial context? How do we address institutional responsibilities in a way that is transparent, rigorous and reparative? This article discusses on-going conservation research at the University of Cambridge Museum of Archaeology and Anthropology as part of a 5-year storage relocation project. Moving beyond key vocabularies and abstract critique, this work examines the potential role of conservation in documenting and interpreting evidence for damage, displacement and erasure related to methods of colonial knowledge production and historic museum practice. The work includes a consideration of the language used to distinguish modifications resulting from museum practice such as the application of pesticides; monitoring change over time; the expectation of object longevity; and the potential consequences of disrupted traditions of maintenance and knowledge exchange. The article concludes by reflecting on the ways in which technical vocabularies, documentation and decision-making processes can shape and even improve the ways in which these collections are studied, valued and utilised by a diversity of stakeholders. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2023,2025-12-16 16:10:52,2025-12-16 16:10:52,,127 - 140,,2,46,,,,,,,,,,,,,,,,,Type: Article,,,,Conservation; Colonialism; Damage; Decision making; Biocides; Pesticides; Condition; Work; Collection; Documentation; University of Cambridge; Abstracting; Decision Making; Knowledge management; Change-over time; Ethnographic collection; Knowledge exchange; Knowledge production; Monitoring change; Shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,1,2026-07-06 14:15:27,
2602,HRXWQHFZ,journalArticle,2023.0,"Fuentes, Ayesha","Damage, dirt and change over time: documenting conditions at the University of Cambridge Museum of Archaeology and Anthropology",JOURNAL OF THE INSTITUTE OF CONSERVATION,,,10.1080/19455224.2023.2203941,,"How does one ethically care for a global collection shaped and maintained within a colonial context? How do we address institutional responsibilities in a way that is transparent, rigorous and reparative? This article discusses on-going conservation research at the University of Cambridge Museum of Archaeology and Anthropology as part of a 5-year storage relocation project. Moving beyond key vocabularies and abstract critique, this work examines the potential role of conservation in documenting and interpreting evidence for damage, displacement and erasure related to methods of colonial knowledge production and historic museum practice. The work includes a consideration of the language used to distinguish modifications resulting from museum practice such as the application of pesticides; monitoring change over time; the expectation of object longevity; and the potential consequences of disrupted traditions of maintenance and knowledge exchange. The article concludes by reflecting on the ways in which technical vocabularies, documentation and decision-making processes can shape and even improve the ways in which these collections are studied, valued and utilised by a diversity of stakeholders.",2023-05-04,2025-12-16 16:11:46,2025-12-16 16:11:46,,127-140,,2,46,,,,,,,,,,,,,,,,,Type: Article,,,,pesticides; documentation; ethics; damage; colonialism; ethnographic collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,1,2026-07-06 14:15:27,
1554,VZNM8E2Q,journalArticle,2025.0,"Norris, Debra Hess; Kennedy, Nora W.; Lavédrine, Bertrand","CONSERVATION OF PHOTOGRAPHS: Significance, Use and Care",,,,10.4324/9781003096108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004084961&doi=10.4324%2F9781003096108&partnerID=40&md5=f19f4ddbdb37349dfcf5f0340ac56ae1,"Conservation of Photographs: Significance, Use and Care provides a comprehensive and inclusive overview of theory, research, and practice in the conservation of photograph collections, from the analogue to the digital era. Including insights from nearly 100 leading international professionals, this book is a tribute to the synergistic advancements in photograph conservation in recent decades. Connecting material, imaging, computational and natural sciences, aesthetics, ethics and philosophy, history, art history, art and cultural context studies, these engaging writings contextualize our photographic heritage and its long-term preservation - past, present, and future. This book explores the philosophical underpinnings and evolution of the field, before moving on to detail innovative methodologies for assessing photographic heritage. The inclusion of material on characterization, imaging and authentication studies, conservation practice, innovation and ethical constraints, as well as on current approaches to effective collections management and preventive care, ensures that this volume is an invaluable resource and important practical reference. Conservation of Photographs: Significance, Use and Care will spark a collective drive towards a more complete understanding and preservation of the world’s photographic legacy. As such, the volume is useful for scholars, students, and practitioners working in the fields of photography, conservation, art, art history, history, and cultural heritage. © 2025 selection and editorial matter, Debra Hess Norris, Nora W. Kennedy and Bertrand Lavédrine; individual chapters, the contributors.",2025,2025-12-16 16:11:03,2025-12-16 16:11:03,,1 - 567,,,,,,,,,,,,,,,,,,,,Type: Book,,,,Long-term preservation; Historic preservation; Cultural context; Conservation practices; Collections management; Art history; Contextualize; Digital era; Image recording; Imaging systems; Innovative methodologies; On currents; On-currents; Philosophical aspects; Photography; Tomography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554,1,2026-07-06 14:15:30,
713,24PRB48D,journalArticle,2025.0,"Fuentes, Ayesha",It was like that when we found it: dissociation and standards of care for archaeological and ethnographic collections; لقد كان على هذا الحال حين وجدناه: الانفصال ومعايير العناية في المجموعات الأثرية والإثنوغرافية; “发现即如此：考古与民族志藏品的信息脱节与照护标准”; “Estava assim quando encontramos: dissociação e padrões de cuidado em coleções arqueológicas e etnográficas”; “Así estaba cuando lo encontramos: Disociación y normas de conservación de las colecciones arqueológicas y etnográficas”,Journal of the Institute of Conservation,,,10.1080/19455224.2025.2548426,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023155646&doi=10.1080%2F19455224.2025.2548426&partnerID=40&md5=5d393bcf5ccf8740104f674124699206,"This article draws from three years of work as an objects conservator and postdoctoral researcher on a stores move project at the University of Cambridge Museum of Archaeology and Anthropology. Through preventive risk management, handling, stabilisation and documentation, the following reflects on the effects of dissociation, standards of care and safe access for over 300,000 objects—including archaeological stone tools, food storage containers, ritual objects, garments, weapons, toys, and musical instruments—collected around the globe and brought to the UK over the past two and a half centuries. Many of these lack reliable documentation about their function, condition and originating contexts. Using case studies from the move project, the article reflects on how and by whom the loss of information about an object’s standards of care can or should be remediated, and how dissociation influences long-term risk management in practice. It also suggests how safe handling and multi-sensory access might be used to cultivate engagement and shared value for even unprovenanced or under-documented collections. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2025,2025-12-16 16:10:52,2025-12-16 16:10:52,,221 - 233,,3,48,,,,,,,,,,,,,,,,,Type: Article,,,,Care; Tools; Risk assessment; Information management; Conservation ethic; Standards; Potassium alloys; Custodianship; Dissociation; Documentation; Food storage; Food Storage; Food storage containers; Materials Handling; Musical instruments; Postdoctoral researchers; Risk Assessment; Risk management; Risk Management; Risks assessments; Risks management; Standard of cares; System program documentation; University of Cambridge; Uranium alloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,1,2026-07-06 14:15:33,
1555,36KM49IJ,journalArticle,2025.0,"Norris, Debra Hess; Kennedy, Nora W.; Lavédrine, Bertrand",INTRODUCTION,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004087050&partnerID=40&md5=b9dcbb5151d765e84e5cfcbd7b61186d,"Conservation of Photographs: Significance, Use and Care provides an overview of theory, research and practice in the preservation of photographic collections - from the early daguerreotype to the arrival of contemporary digital prints - held in museums, historic sites, libraries, archives and communities globally. It is certainly difficult to share a common definition of a photograph today, given the many technological changes undergone since its introduction, and in particular the development of digital techniques. Each of the editors of this book may have a different idea of what a photograph is, but we all share a concern for its conservation and dissemination. Therefore, the interest arose to bring together a body of knowledge serving as an important practical reference for photograph conservators and an essential resource for emerging practitioners. Conservation of Photographs is a tribute to the value and significance of photography and the impact of this remarkable medium worldwide. Written by nearly 100 leading international professionals, this book is a labor of their love and commitment, and a tribute to the synergistic advancements in photograph conservation in recent decades. Connecting material, imaging, computational and natural sciences, aesthetics, ethics and philosophy, history, art history, art and cultural context studies, these engaging writings contextualize our photographic heritage and its long-term preservation - past, present and future. © 2025 selection and editorial matter, Debra Hess Norris, Nora W. Kennedy and Bertrand Lavédrine; individual chapters, the contributors.",2025,2025-12-16 16:11:03,2025-12-16 16:11:03,,1 - 4,,,,,,,,,,,,,,,,,,,,Type: Editorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,1,2026-07-06 14:15:38,
1315,DN2C5DTQ,journalArticle,2024.0,"Magnin, Emilie","Brandie Macdonald: Conserving “Us”: Caring for living heritage, oral tradition, and Indigenous knowledge",,,,10.4324/9781003467809-12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211867832&doi=10.4324%2F9781003467809-12&partnerID=40&md5=89ec5d66d7fe39c014f0037acec653ef,"What does it take to care for living heritage and Indigenous knowledge? What does it mean to conserve oral tradition or spiritual performance? Brandie Macdonald, Executive Director at the Indiana University Museum of Archaeology and Anthropology and former Senior Director of Decolonizing Initiatives at the Museum of Us in San Diego, discusses these and related questions in the light of her work at the Museum of Us. Among the issues raised are how Indigenous performance might be preserved in and beyond institutions, what decolonization might mean in an institution concerned with Indigenous culture, what intellectual property means in these contexts, how museums can become spaces for engaging with living objects, and how to approach these through a decolonized lens. © 2025 selection and editorial matter, Hanna B. Hölling, Jules Pelta Feldman, and Emilie Magnin; individual chapters, the contributors.",2024,2025-12-16 16:11:00,2025-12-16 16:11:00,,186 - 198,,,2,,,,,,,,,,,,,,,,,Type: Book chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315,1,2026-07-06 14:15:41,
134,YU5ZUXCX,journalArticle,2025.0,"Bancroft, Anne; Fifi, Daniela","Not in My Name: Heritage Conservation, Collection Care, and Repatriation within Caribbean Collections",,,,10.4324/9781003393795-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004082034&doi=10.4324%2F9781003393795-7&partnerID=40&md5=16ae2aed4be42d1af11b9360481270d5,"This chapter delves into the critical issues surrounding the care of Caribbean collections and explores repatriation and decolonisation through tangible, moveable objects, but alongside the intangible and immoveable. The Caribbean region has a diverse cultural heritage, encompassing the Indigenous, colonial, and post-colonial, embodied in a myriad of objects, including natural specimens, human remains, archaeological artefacts, artwork, decorative arts, and historical documents. These invaluable cultural assets dispersed in museums, cultural institutions, and private collections have typically originated from previous colonial spaces, leading to complex debates regarding capacities, rightful ownership, physical and intellectual authority, and preservation and conservation methodologies. A key trope against repatriation is the need for improved facilities and conservation expertise within the communities of origin. This chapter references the historical context of the Caribbean’s colonial past, underpinned by the legacy of enslavement, issues of displacement, and the consequential removal of artefacts, resources, and authority from the Caribbean region. It speaks to the colonial edict and the anthropological lens through which the “other” defined and interpreted the Caribbean (meaning the foreign, absentee, and governing minority). It examines how this historical inheritance has shaped contentious issues of provenance, rightful ownership, and governance as various island nations seek repatriation and reparations of their tangible and intangible cultural heritage. In short, it explores how Caribbean people are reclaiming their cultural authority. This chapter enters repatriation framed through an ideological standpoint in curatorial discourse as well as through conventional modes of returning objects to their communities of origin. © 2025 selection and editorial matter, Daniela Fifi; individual chapters, the contributors.",2025,2025-12-16 16:10:40,2025-12-16 16:10:40,,57 - 73,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,Heritage conservation; Cultural institutions; Cultural heritages; Historic preservation; Human remains; Archaeological artifacts; Critical issues; Cultural assets; Decorative arts; Historical documents; Rightful ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,1,2026-07-06 14:20:19,
926,2T4259ZH,journalArticle,2024.0,"Hölling, Hanna; Feldman, Jules Pelta; Magnin, Emilie","Performance: The Ethics and the Politics of Conservation and Care, Volume II",,,,10.4324/9781003467809,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211856072&doi=10.4324%2F9781003467809&partnerID=40&md5=0a780d2117ca9aff58c56323ed59f01c,"Representing the output of the research project “Performance: Conservation, Materiality, Knowledge,” this volume brings together diverse voices, methods, and formats in the discussion and practice of performance conservation. Conservators, artists, curators and scholars explore the ontology of performance art through its creation and institutionalization into an astonishing range of methods and approaches for keeping performance alive and well, whether inside museum collections or through folk traditions. Anchored in the disciplines of contemporary art conservation, art history, and performance studies, the contributions range far beyond these to include perspectives from anthropology, musicology, dance, law, heritage studies, and other fields. While its focus is on performance as understood in the context of contemporary art, the book’s notion of performance is much wider, including other media such as music, theater, and dance as well as an open-ended concept of performance as a vital force across culture(s). While providing cutting-edge research on an emerging and important topic, this volume remains accessible to all interested readers, allowing it to serve as a singularly valuable resource for museum professionals, scholars, students, and practitioners. © 2025 selection and editorial matter, Hanna B. Hölling, Jules Pelta Feldman, and Emilie Magnin; individual chapters, the contributors.",2024,2025-12-16 16:10:55,2025-12-16 16:10:55,,1 - 319,,,2,,,,,,,,,,,,,,,,,Type: Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,1,2026-07-06 14:20:21,
925,692AXVYN,journalArticle,2024.0,"Hölling, Hanna; Feldman, Jules Pelta; Magnin, Emilie",Introduction: Sustaining care for performance,,,,10.4324/9781003467809-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211885033&doi=10.4324%2F9781003467809-1&partnerID=40&md5=b05e194237aff8d0e81aae7dd7de09ab,"This introduction opens the anthology Performance: The Ethics and the Politics of Conservation and Care, volume II. The book builds upon the groundwork laid by its predecessor, volume I, which explored the intersection of performance, conservation, and care. Resulting from an interdisciplinary research project, “Performance: Conservation, Materiality, Knowledge,” both books take a deep dive into the complexities of preserving performance-based art, challenging conventional conservation norms and expanding the horizons of what can be conserved. Volume II continues this exploration, offering perspectives from various geographical, thematic, and philosophical angles. It explores ritual, music, community traditions, contemporary museum practices, and experimental art forms, presenting an innovative methodology for comprehending the potential of performance conservation within the domains of art, museums, and beyond. At the heart of this volume’s introduction lies the concept of ‘care ethics,' which underscores both the pragmatic and emotional facets of care. Drawing inspiration from feminist care theorists like Virginia Held, Eva Feder Kittay, and Joan C. Tronto, the authors scrutinize care as a fundamental moral framework underpinning human interdependence and relationships with the world, and as a notion that stretches beyond artworks themselves to encompass living bodies, artists, performers, and communities. The introduction spotlights the disparities within the art world, where issues like low wages and the exploitation of museum staff are rampant. It calls for a comprehensive understanding of care that values and supports the labor of all museum stakeholders. The concept of ‘shared guardianship’ is explored as museums collaborate with external groups and individuals to care for their collections, nurturing diverse perspectives and expertise. The text also acknowledges the political dimension of care, as the selection of works for preservation involves choices that can either be inclusive or exclusive. It underscores the challenges faced by works from marginalized groups and those resistant to dominant art-historical narratives, highlighting that loss often occurs due to discrimination within historicization. The authors challenge the dominance of Western-centric perspectives in conservation and museum practices, advocating for a more inclusive and holistic approach to care that transcends binaries and embraces the responsibilities of care in human-decentered cosmologies. © 2025 selection and editorial matter, Hanna B. Hölling, Jules Pelta Feldman, and Emilie Magnin; individual chapters, the contributors.",2024,2025-12-16 16:10:55,2025-12-16 16:10:55,,1 - 24,,,2,,,,,,,,,,,,,,,,,Type: Editorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,1,2026-07-06 14:20:31,
1316,DUGYNT5W,journalArticle,2024.0,"Magnin, Emilie",Performance in the museum: Shifting roles in performance art stewardship,,,,10.4324/9781003467809-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211888208&doi=10.4324%2F9781003467809-9&partnerID=40&md5=8b384f3e56a5ce9bcaac3e6b30294a7e,"This chapter explores how live performance escapes the traditional museum’s temporality of storage and exhibition and resists the standard processes of musealization. It argues that performance ultimately calls for alternative models of care and stewardship. Case studies point toward new collective ways of owning and caring, but also underline the difficulties that hinder essential changes. Finally, to suggest how performance could be collectively cared for and could endure differently, this chapter will present the idea of mycelium as a distributed, resilient, and living system that survives and expands in various ways-much like performance itself. © 2025 selection and editorial matter, Hanna B. Hölling, Jules Pelta Feldman, and Emilie Magnin; individual chapters, the contributors.",2024,2025-12-16 16:11:00,2025-12-16 16:11:00,,141 - 161,,,2,,,,,,,,,,,,,,,,,Type: Book chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,1,2026-07-06 14:20:38,
2240,576X6XMT,journalArticle,2021.0,"Veldpaus, Loes; Szemző, Hanna","HERITAGE AS A MATTER OF CARE, AND CONSERVATION AS CARING FOR THE MATTER",,,,10.4324/9781003031536-194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136701070&doi=10.4324%2F9781003031536-194&partnerID=40&md5=2c8b56df2b75ea4cb2de6116c13019e9,"In this chapter we explore how care, as a concept, can help create new perspectives on our relations with the historic environment, and more specifically practices of adaptive reuse of built heritage. We argue that using the concept of ‘care’ instead of ‘protection’ as a frame for how we approach and deal with heritage can change how we conceptualize and undertake conservation as a practice. We illustrate our thinking through two case studies: High Street West, Sunderland (United Kingdom) and Hof Prädikow in Prädikow near Berlin (Germany). By conceptually (re)framing heritage as what María Puig de la Bellacasa calls a ‘matter of care, ' and conservation practices as the ways we care about, for, or through heritage, we explore how an ethics of care perspective can help to rethink the ways we deal with our built heritage. © 2022 selection and editorial matter, Angelika Gabauer, Sabine Knierbein, Nir Cohen, Henrik Lebuhn, Kim Trogal, Tihomir Viderman, and Tigran Haas; individual chapters, the contributors.",2021,2025-12-16 16:11:11,2025-12-16 16:11:11,,194 - 203,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240,1,2026-07-06 14:20:44,
215,BJYT8XGB,journalArticle,2024.0,"Boersma, Susanne; Tietmeyer, Elisabeth",Ethical practices in participatory memory work: Examples from the Museum Europäischer Kulturen in Berlin,,,,10.4324/9781003459163-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209867586&doi=10.4324%2F9781003459163-5&partnerID=40&md5=ca4a50f91d3c70a3a76be88db6274b01,"Ethics in museums often sit at the heart of discussions about collecting practices and questions of repatriation, yet their role in other museum practices rarely gains attention in the field. International and national codes of ethics have recently begun to be revised to ensure that they reflect the social responsibility of museums, such as through guidelines on the relational aspect of (participatory) museum work. Recent studies point to the relevance of ethics in participatory museum work without clearly describing the practical application of (old or revised) ethical principles. Equally, museum practitioners rarely prioritise ethics in their day-to-day work. However, as museums increasingly apply participatory approaches, their staff should consider the different ethical practices that require their attention, amongst which are accessibility, truthful representation, positionality, and care. This chapter provides a basis for the work that is yet to be done to ensure ethical practices for all those involved and proposes a participatory approach to defining the ethical considerations for a project. In this chapter, we discuss different codes of conduct and assess how these shape the practices that are part of participatory projects today. Rather than further theorising ethics, we build on practical examples from different participatory projects. From participation as a necessary means to truthful representation to consent forms as integral to the practice of care, the examples drawn from the work of the Museum Europäischer Kulturen - Staatliche Museen zu Berlin, Stiftung Preußischer Kulturbesitz highlight different tools and procedures that ensure ethical practices in museums. In doing so, this practice-based chapter points to processes of learning and discusses how ethical codes and practices can be tailored to support the museum’s participatory work in the future. © 2025 selection and editorial matter, Gertraud Koch and Rachel Charlotte Smith; individual chapters, the contributors.",2024,2025-12-16 16:10:42,2025-12-16 16:10:42,,57 - 73,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,1,2026-07-06 14:20:51,
1553,I4XL72A5,journalArticle,2025.0,"Norris, Debra Hess; Brown, Heather; Cunningham-Kruppa, Ellen; Price, Lee; Lim, Cheralyn; Kehoe, Amber; Pénichon, Sylvie; Brogdon-Grantham, Shannon A.; Vasallos, Ioannis; Celma, Marta García; Norris, Robert; Hage-Felder, Heba","PRACTICING ADVOCACY, ADVANCING STRATEGIC PRESERVATION, AND DEVELOPING OUTREACH INITIATIVES",,,,10.4324/9781003096108-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004084864&doi=10.4324%2F9781003096108-7&partnerID=40&md5=da17ef83eba422ea621c67e0f5b4948a,"While much of this book describes the work of photograph conservators, this chapter addresses the broader audience of photograph collection caretakers: conservators, collection managers, archivists, librarians, and any other professionals or community members responsible for the care and preservation of photographic holdings. Caretakers do not operate in isolation. Rather, they connect with decision makers, allied professionals, and communities simultaneously to promote the care of our photographic heritage. By working together, these collections will be revealed, documented, and preserved. Aiming to advance the worth and meaning of photograph and image collections worldwide, photograph caretakers can help to imagine and initiate a range of educational partnerships and preservation projects. As advocates for photograph preservation, caretakers work with others to build visibility through marketing and social media, establish practical short-and long-term implementation plans, communicate effectively, promote respect, harness passion and creativity, and take risks. Through active listening, strategic leadership, advocacy, collaboration, and community engagement, the practice of photograph preservation and conservation can cross boundaries, build trust, and bridge divides. Strategies introduced in this chapter aim to strengthen and enrich this essential work, and to inspire you to practice advocacy and pursue strategic outreach initiatives of your own. © 2025 selection and editorial matter, Debra Hess Norris, Nora W. Kennedy and Bertrand Lavédrine; individual chapters, the contributors.",2025,2025-12-16 16:11:03,2025-12-16 16:11:03,,451 - 508,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,Decision making; Social media; Active listening; Decision makers; Educational partnerships; Image collections; Marketing media; Preservation project; Strategic collaboration; Strategic communities; Strategic leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,1,2026-07-06 14:21:09,
1008,MDE56ZPH,journalArticle,2024.0,"Jenkins, Samantha",Problem Plastics at the People’s History Museum,,,,10.4324/9781003393733-14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212022861&doi=10.4324%2F9781003393733-14&partnerID=40&md5=acada4ff68c798252eb31582008b70e5,"Plastic-based objects have become increasingly common over the last 50 years, and inevitably museums must collect plastic objects if they are to represent contemporary society. Many of these plastics, however, are inherently unstable and will deteriorate at an accelerated rate, even with strong conservation care. How, then, can museums balance the need to represent the world around them, with ensuring the safety of the objects in their collection, and the knowledge that plastic materials will eventually degrade too far for use? Using a case study at People’s History Museum, this paper looks at how museums can approach collecting contemporary plastic objects to balance the desire to collect with the reality of resourcing requirements and availability in the museum sector. People’s History Museum has been able to build a strong foundation for these decisions by creating an assessment matrix, a dedicated policy for collecting plastics and an in-depth procedure for both acquisition assessment and continuing care. While the decisions were made based on plastic materials, these also heralded a change in attitude towards collections and deaccessioning overall, necessitating a rethink of what it means to hold objects ‘in perpetuity’, and considering what the base reasons for collecting any object truly is. © 2025 selection and editorial matter, Jen Kavanagh, Ellie Miles, Rosamund Lily West with Susanna Cordner; individual chapters, the contributors.",2024,2025-12-16 16:10:57,2025-12-16 16:10:57,,98 - 104,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008,1,2026-07-06 14:21:56,
680,Y7VBHDAP,journalArticle,2025.0,"Fifi, Daniela",Forging Community and Cultural Identity during a Pandemic: Collection Digitisation in Haiti and Barbados,,,,10.4324/9781003393795-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004087385&doi=10.4324%2F9781003393795-5&partnerID=40&md5=38c04fa76cf1459760f5ead576790c98,"The spread of the SARS-CoV-2 virus was an unexpected crisis for countries worldwide. Museums faced many challenges, including closures, funding shortages, cutting staff, and care for their collections. Digitisation proposed a viable means of providing access to programming, collection preservation, and community engagement. This chapter examines the various ways Caribbean museums overcame hurdles through the pandemic, which is argued to be an ongoing challenge for many museums today. It will explore the various digitisation efforts that enhanced collection preservation, repatriation efforts, community dialogue, and cultural identity building. Case studies of Musée Ogier-Fombrun in Haiti and the Barbados Mercury Gazette at the Barbados Archives will be examined, and the theoretical framing of Stuart Hall will be reviewed for cultural identity considerations. © 2025 selection and editorial matter, Daniela Fifi; individual chapters, the contributors.",2025,2025-12-16 16:10:51,2025-12-16 16:10:51,,38 - 53,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,Digitisation; Cultural identity; Case-studies; Fundings; Community engagement; Community dialogues; Community identities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,1,2026-07-06 14:22:04,
